authors	title	citation	doi	year	month	simple_duplication	reposition_duplication	alteration_duplication	cuts_and_beautification	findings	reported	correction_date	retraction	correction	no_action	completed	first_author	affiliation	publications	citations	year_start	year_end	top_topics	publication_types	top_authors	top_journals	top_institutions	top_conferences	lab_size_approx	publication_variety	journal_variety	institution_variety	conference_variety	biology	medicine	immunology	cancer	biochemistry	virology	career_duration	publication_rate	highest_degree	degree_area	degree_level	total_cites	impact_factor	eigenfactor	web_interest	images_interest	youtube_interest	academic_reputation	affiliation_funding
Yuri Churin, Martin Roderfeld, Johannes Stiefel, Tilman Wu r_ ger, Dirk Schro __ er, Tomomitsu Matono, Hans-Joachim Mollenkopf, Roberta Montalbano, Malvika Pompaiah, Kurt Reifenberg5, Daniel Zahner, Matthias Ocker, Wolfram Gerlich, Dieter Glebe, Elke Roeb	Pathological Impact of Hepatitis B Virus Surface Proteins on the Liver Is Associated with the Host Genetic Background	PLOS One, March 2014 | Volume 9 | Issue 3 | e90608	10.1371/journal.pone.0090608	2014	March	1	1	0	0	Duplicated actin blot panel but different experiments, cuts in panels	1	2015-05-01	0	1	0	1	Yuri Churin	University of Giessen	54	82	2011	2020	Medicine|Immunology|Biology|Hepatitis B virus|Hepatitis B|Fibrosis|Pathology|Genetically modified mouse|Immune system|Signal transduction	Journal publications|Other	Elke Roeb|Martin Roderfeld|Dieter Glebe|Daniel Zahner|Annette Tschuschner|Matthias Ocker|K Irungbam|D Schröder|Kurt Reifenberg|Roberta Montalbano	Zeitschrift Fur Gastroenterologie|PLOS ONE|Oncotarget|Laboratory Investigation|Hepatobiliary surgery and nutrition|Hepatology|Gut	University of Giessen|Max Planck Society|University of Mainz|University of Marburg|Saarland University|Otto-von-Guericke University Magdeburg|University of Düsseldorf|University Hospital Heidelberg|RWTH Aachen University|Bayer	NA	10	2	7	10	0	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	9	6	Bachelor	Economics-Mathematics	5	332716	3.23	1.53	20.25	18.5	12	53.1	public
Chuan Li, Cheng Wang, Lingxue Meng, Jiewen Xing, Tianya Wang, Hua Yang, Yingyin Yao, Huiru Peng, Zhaorong Hu, Qixin Sun, Zhongfu Ni	Ectopic Expression of a Maize Hybrid Down-Regulated Gene ZmARF25 Decreases Organ Size by Affecting Cellular Proliferation in Arabidopsis	PLOS One, April 2014 | Volume 9 | Issue 4 | e94830	10.1371/journal.pone.0094830	2014	April	0	0	0	1	Manipulated plant images, duplication of seeds, manipulated leaves	1	2016-05-12	1	0	0	1	Chuan Li	China Agricultural University	3	41	2013	2014	Biology|Heterosis|Gene expression|Arabidopsis|Ectopic expression|Molecular biology|Gene|Cell|Arabidopsis thaliana|Genetics	Journal publications	Qixin Sun|Yingyin Yao|Zhongfu Ni|Tianya Wang|Zhaorong Hu|Huiru Peng|Hua Yang|Jiewen Xing|Lingxue Meng|Cheng Wang	PLOS ONE|Proteomics|Gene	China Agricultural University	NA	10	1	3	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	7	0.42857142857142855	PhD	Ecology and Evolutionary Biology	10	332716	3.23	1.53	13	9	9.25	50	publc
Gail Doughton, Jun Wei, Nicolas Tapon, Melanie J. Welham, Andrew D. Chalmers	Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr/ Erk Signalling	PLOS One, April 2014 | Volume 9 | Issue 4 | e95434	10.1371/journal.pone.0095434	2014	April	0	0	1	0	Duplicated compressed blots, overlapping microscopy	1	NA	0	1	0	1	Gail Doughton	University of Bath	4	47	2012	2015	Biology|Embryoid body|Cell biology|Molecular biology|Embryonic stem cell|Cell fate determination|Histogenesis|Homeobox protein NANOG|Endoderm|Blastocoel	Journal publications	Andrew D. Chalmers|Nicolas Tapon|Melanie J. Welham|Jun Wei|Christopher J. Caunt|Matthew A Helsby|Paul Whitley|Tulay Gulsen|Benjamin Sharpe|Katrina James	PLOS ONE|BMC Cell Biology|Genesis	University of Bath|London Research Institute	NA	10	1	3	2	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	8	0.5	PhD	Developmental Biology	10	332716	3.23	1.53	13.25	9	9.5	52.3	public
Liliana O. Rocha, Sabina Moser Tralamazza, Gabriela M. Reis, Leon Rabinovitch, Cynara B. Barbosa, Benedito Corre_a	Multi-Method Approach for Characterizing the Interaction between Fusarium verticillioides and Bacillus thuringiensis Subsp. Kurstaki	PLOS One, April 2014 | Volume 9 | Issue 4 | e92189	10.1371/journal.pone.0092189	2014	April	0	1	0	0	Duplicated FACS panels	1	2014-08-12	0	1	0	1	Liliana O. Rocha	University of São Paulo	22	349	2008	2019	Biology|Fusarium|Mycotoxin|Botany|Fumonisin|Aspergillus flavus|Aflatoxin|Microbiology|Veterinary medicine|Agronomy	Journal publications|Other	Benedito Corrêa|Gabriela M. Reis|T. A. Reis|Viviane Kobuchi Nakai|Raquel Braghini|Vinícius M. Barroso|Edlayne Gonçalez|Edwin M. M. Ortega|Homero Fonseca|Karim C. Piacentini	Food Chemistry|PLOS ONE|International Journal of Molecular Sciences|Frontiers in Microbiology|Toxins|International Journal of Food Microbiology|Crop Protection|Applied Radiation and Isotopes|Food Control|Mycotoxin Research	University of São Paulo|American Physical Therapy Association|Instituto Biológico|Escola Superior de Agricultura Luiz de Queiroz|Instituto Adolfo Lutz|Federal University of São Carlos|Oswaldo Cruz Foundation|United States Department of Agriculture|ODESSA|Universidade Federal de Santa Maria	NA	10	2	10	10	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	12	1.8333333333333333	NA	NA	4	332716	3.23	1.53	13.75	9.5	10	46.1	public
Prabuddha Dey, Monami Chakraborty, Maulik R. Kamdar, Mrinal K. Maiti	Functional Characterization of Two Structurally Novel Diacylglycerol Acyltransferase2 Isozymes Responsible for the Enhanced Production of Stearate-Rich Storage Lipid in Candida tropicalis SY005	PLOS One, 14 April 2014 | Volume 9 | Issue 4 | e94472	10.1371/journal.pone.0094472	2014	April	0	0	0	1	Duplicated cells within microscopy panels, multiple cases, duplicated blots	1	NA	1	0	0	1	Prabuddha Dey	Indian Institute of Technology Kharagpur	15	236	2007	2019	Biochemistry|Biology|Yeast|Phosphorylation|Phosphatase|Chemistry|Food science|Botany|Metabolic engineering|Colletotrichum	Journal publications	Mrinal K. Maiti|George M. Carman|Gil-Soo Han|Wen-Min Su|Joydeep Banerjee|Mona Mirheydari|Natasha Das|Monami Chakraborty|Saswati Parua|Bikas R. Pati	Journal of Biological Chemistry|Bioresource Technology|PLOS ONE|Journal of Applied Microbiology|Food Chemistry|Biochemical and Biophysical Research Communications|Phytochemistry Reviews|Biochimie|Journal of Lipid Research|Fems Yeast Research	Indian Institute of Technology Kharagpur|Rutgers University|Vidyasagar University|National Institutes of Health|Kalyani Government Engineering College|Women's College, Kolkata	NA	10	1	10	6	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	13	1.1538461538461537	PhD	Biotechnology	10	332716	3.23	1.53	22.5	17	11.75	42	public
Xiaomei Ge, Yafei Zhang, Sungwon Park, Xiaofei Cong, David E. Gerrard, Honglin Jiang	Stac3 Inhibits Myoblast Differentiation into Myotubes	PLOS One, April 2014 | Volume 9 | Issue 4 | e95926	10.1371/journal.pone.0095926	2014	April	0	1	0	0	Duplicated microscopy images	1	2014-08-07	0	1	0	1	Xiaomei Ge	Virginia Tech	9	163	2009	2014	Biology|Molecular biology|Skeletal muscle|Myocyte|MyoD|Internal medicine|Endocrinology|Cell biology|Gene targeting|ITGA7	Journal publications	Honglin Jiang|David E. Gerrard|Xiaofei Cong|Brad M. Reinholt|Jie Yu|Haizhen Ding|Pingyang Liu|Jianyong Li|Bruce M. Christensen|Yafei Zhang	PLOS ONE|Journal of Biological Chemistry|Journal of Animal Science|Endocrinology|Molecular and Cellular Endocrinology|Molecular Endocrinology|The FASEB Journal	Virginia Tech|University of Wisconsin-Madison|Sichuan Agricultural University	NA	10	1	7	3	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	11	0.8181818181818182	PhD	Molecular Endocrinology	10	332716	3.23	1.53	13.25	9.5	9.75	59.1	public
Xudong Shi, Daniel DiRenzo, Lian-Wang Guo, Sarah R. Franco, Bowen Wang, Stephen Seedial, K. Craig Kent	TGF-b/Smad3 Stimulates Stem Cell/Developmental Gene Expression and Vascular Smooth Muscle Cell De-Differentiation	PLOS One, April 2014 | Volume 9 | Issue 4 | e93995	10.1371/journal.pone.0093995	2014	April	0	1	0	0	Duplicated blot panels	1	2014-07-22	0	1	0	1	Xudong Shi	University of Wisconsin-Madison	38	450	2012	2019	Intimal hyperplasia|Restenosis|Biology|Neointima|Cell biology|Chemistry|Surgery|Vascular smooth muscle|Medicine|Biochemistry	Journal publications|Other	Lian-Wang Guo|K. Craig Kent|Bowen Wang|Bo Liu|K. Craig Kent|Stephen Seedial|Lingjun Li|Guojun Chen|Shaoqin Gong|Yi Si	Arteriosclerosis, Thrombosis, and Vascular Biology|Journal of Vascular Surgery|Biomaterials|Cellular Signalling|PLOS ONE|Journal of Controlled Release|Journal of the American Society for Mass Spectrometry|Journal of The American College of Surgeons|American Journal of Physiology-heart and Circulatory Physiology|EBioMedicine	University of Wisconsin-Madison|University of Wisconsin Hospital and Clinics|Ohio State University|Cornell University|The Ohio State University Wexner Medical Center|Howard Hughes Medical Institute|Wisconsin Institutes for Discovery|University of Colorado Boulder|Pennsylvania State University|Tianjin University	NA	10	2	10	10	0	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	8	4.75	Bachelor	Chemical Engineering	5	332716	3.23	1.53	12.25	8.25	9	76	public
Yushen Jiang, Tang Jiang, Juan Ouyang, Qingsong Zhou, Yanlan Liang, Yingpeng Cui, Peisong Chen, Bin Huang	Cell Atavistic Transition: Paired Box 2 Re-Expression Occurs in Mature Tubular Epithelial Cells during Acute Kidney Injury and Is Regulated by Angiotensin II	PLOS One, April 2014 | Volume 9 | Issue 4 | e93563	10.1371/journal.pone.0093563	2014	April	0	1	0	0	Duplicated gel panels	1	2015-05-06	0	1	0	1	Yushen Jiang	Sun Yat-sen University	1	4	2014	2014	Pathology|Embryonic stem cell|Mesenchymal stem cell|Kidney development|Stem cell|Angiotensin II|Janus kinase 2|Transfection|Cell culture|Biology	Journal publications	Juan Ouyang|Peisong Chen|Yingpeng Cui|Qingsong Zhou|Tang Jiang|Bin Huang|Yanlan Liang	PLOS ONE	Sun Yat-sen University	NA	7	1	1	1	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	6	0.16666666666666666	Master	Health Policy, Global Health and Population	7	332716	3.23	1.53	15.25	10	10.5	61.5	public
Ambrish Kumar, Daping Fan, Donald J. DiPette, Ugra S. Singh	Sparstolonin B, a Novel Plant Derived Compound, Arrests Cell Cycle and Induces Apoptosis in N-Myc Amplified and N-Myc Nonamplified Neuroblastoma Cells	PLOS ONE, May 2014 | Volume 9 | Issue 5 | e96343	10.1371/journal.pone.0096343	2014	May	0	1	0	0	Duplicated microscopy images	1	2016-07-06	0	1	0	1	Ambrish Kumar	University of South Carolina	22	270	2010	2019	Biology|Apoptosis|Internal medicine|Endocrinology|Resveratrol|Programmed cell death|Neuroblastoma|Cancer research|Diabetes mellitus|Medicine	Journal publications|Patents	Donald J. DiPette|Ugra S. Singh|Holly A. LaVoie|Chandra K. Singh|Daping Fan|Jay D. Potts|Nadia Al-Sammarraie|Jianjun Hu|Kenneth B. Walsh|David B. Hitchcock	PLOS ONE|Experimental Biology and Medicine|Oncotarget|Brain Sciences|Molecular Nutrition & Food Research|Molecular Pharmacology|Cancer Research|BMC Cancer|Alcoholism: Clinical and Experimental Research|Circulation	University of South Carolina|University of Wisconsin-Madison	NA	10	2	10	2	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	10	2.2	Master	Computer Scince	7	332716	3.23	1.53	15	10	11.25	56.7	public
Bo Gao, Qiang Huang, Yan-Shui Lin, Bo-Yuan Wei, Yun-Shan Guo, Zhen Sun, Long Wang, Jing Fan, Hong-Yang Zhang, Yue-Hu Han, Xiao-Jie Li, Jun Shi, Jian Liu, Liu Yang, Zhuo-Jing Luo	Dose-Dependent Effect of Estrogen Suppresses the Osteo-Adipogenic Transdifferentiation of Osteoblasts via Canonical Wnt Signaling Pathway	PLoS ONE 9(6): e99137, June 11, 2014. doi:10.1371/journal.pone.0099137	10.1371/journal.pone.0099137	2014	June	0	0	1	0	Duplicated, and stretched microscopy images, multiple cases	1	2014-12-02	0	1	0	1	Bo Gao	Westmead Hospital	48	661	2008	2020	Medicine|Ovarian cancer|Internal medicine|Oncology|Cancer|Cancer research|Serous fluid|Pathology|Carboplatin|Pharmacology	Journal publications|Other	Anna deFazio|Paul Harnett|Georgia Chenevix-Trench|Sharon E. Johnatty|Peter A. Fasching|David D.L. Bowtell|Ellen L. Goode|Brooke L. Fridley|Stuart MacGregor|Allan Jensen	Journal of Clinical Oncology|Clinical Cancer Research|Cancer Research|Journal of the National Cancer Institute|Gynecologic Oncology|JAMA Oncology|Journal of Thoracic Oncology|Annals of Oncology|Scientific Reports|Oncotarget	University of Sydney|QIMR Berghofer Medical Research Institute|Peter MacCallum Cancer Centre|Mayo Clinic|Westmead Hospital|University of Copenhagen|University of California, Los Angeles|Cedars-Sinai Medical Center|University of Cambridge|University of Melbourne	NA	10	2	10	10	0	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	12	4	PhD	Phmarcology	10	332716	3.23	1.53	20	16.25	11.5	NA	public
Yang Liu, Yuanyuan Liu, Chao Sun, Lu Gan, Luwei Zhang, Aihong Mao, Yuting Du, Rong Zhou, Hong Zhang	Carbon Ion Radiation Inhibits Glioma and Endothelial Cell Migration Induced by Secreted VEGF	PLOS ONE, June 2014 | Volume 9 | Issue 6 | e98448	10.1371/journal.pone.0098448	2014	June	0	0	1	0	Overlapping microscopy images	1	2015-08-07	0	1	0	1	Yang Liu	Chinese Academy of Sciences	534	9507	1993	2020	Chemistry|Materials science|Inorganic chemistry|Biology|Organic chemistry|Nanotechnology|Analytical chemistry|Chemical engineering|Catalysis|Photochemistry	Journal publications|Patents|Repository papers|Other|Conference publications	Jinghong Li|Yunfeng Lu|Libo Du|Linqi Shi|Huanming Yang|Huibiao Liu|Di Wu|Fushen Lu|Huijuan Liu|Gong Zhang	Advanced Materials|Analytical Chemistry|Journal of the American Chemical Society|Chemistry: A European Journal|ACS Nano|Angewandte Chemie|PLOS ONE|Nature Communications|Electrochemical and Solid State Letters|Scientific Reports	Chinese Academy of Sciences|Nankai University|University of California, Los Angeles|University of Science and Technology of China|Dalian Institute of Chemical Physics|Shanghai Jiao Tong University|Tsinghua University|Jilin University|Tianjin Medical University General Hospital|Tongji University	IPFA: International Symposium on the Physical and Failure Analysis of Integrated Circuits|ROBIO: Robotics and Biomimetics	10	5	10	10	2	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	27	19.77777777777778	PhD	Virology and Cell biology	10	332716	3.23	1.53	19.75	14.5	11.25	NA	public
Manasa K. Nayak, Ayusman Dash, Nitesh Singh, Debabrata Dash	Aspirin Delimits Platelet Life Span by Proteasomal Inhibition	PLOS ONE, August 2014 | Volume 9 | Issue 8 | e105049, doi: 10.1371/journal.pone.0105049	10.1371/journal.pone.0105049	2014	August	0	0	0	1	Duplicated set of lanes within the same panel	1	2014-12-12	0	1	0	1	Manasa K. Nayak	University of Iowa	33	501	2009	2019	Platelet|Medicine|Biochemistry|Biology|Thrombus|Immunology|Cell biology|Pharmacology|Materials science|In vitro	Journal publications|Other	Debabrata Dash|Anil K. Chauhan|Nirav Dhanesha|Sharda Kumari|Manish Jain|Prakash Doddapattar|Sunil K. Singh|Steven R. Lentz|Manoj Kumar Singh|José Grácio	ACS Nano|Journal of Biological Chemistry|Thrombosis and Haemostasis|Blood|Arteriosclerosis, Thrombosis, and Vascular Biology|Stroke|Current Pharmaceutical Design|PLOS Pathogens|PLOS ONE|International Journal of Pharmaceutics	University of Iowa|Institute of Medical Sciences, Banaras Hindu University|Harvard University|Johns Hopkins University|Karolinska Institutet|Case Western Reserve University|University of Colorado Denver|Université catholique de Louvain|Indian Institute of Science Education and Research, Kolkata|Fukuyama University	NA	10	2	10	10	0	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	11	3	NA	NA	4	332716	3.23	1.53	20.25	19.5	11	64.6	public
Wasia Rizwani, Aneesa Fasim, Deepshikha Sharma, Divya J. Reddy, Nabil A. M. Bin Omar, Surya S. Singh	S137 Phosphorylation of Profilin 1 Is an Important Signaling Event in Breast Cancer Progression	PLOS ONE, August 2014 | Volume 9 | Issue 8 | e103868	10.1371/journal.pone.0103868	2014	August	0	1	0	0	Duplicated microscopy panels	1	2014-11-18	0	1	0	1	Wasia Rizwani	University of Texas MD Anderson Cancer Center	17	861	1997	2015	Cancer research|Nicotinic agonist|Medicine|Nicotine|Cancer|Lung cancer|Metastasis|Pancreatic cancer|Angiogenesis|Biology	Journal publications|Other|Conference publications	Srikumar Chellappan|Eric B. Haura|Sarmistha Banerjee|Smitha Pillai|Michelle Kovacs|Domenico Coppola|Piyali Dasgupta|Shipra Rastogi|Melanie A. Carless|Rebecca Kinkade	International Journal of Cancer|PLOS ONE|Journal of the National Cancer Institute|Molecular and Cellular Biology|Cell Death & Differentiation|BMC Urology|Cancers|World Journal of Urology|Cell Cycle|Open Journal of Urology	University of South Florida|University of Texas MD Anderson Cancer Center|University of Florida|University of British Columbia|Cancer Research Institute|University of Texas at Austin|Osmania University	INCEMIC: International Conference on Electromagnetic Interference and Compatibility	10	3	10	7	1	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	23	0.7391304347826086	NA	NA	4	332716	3.23	1.53	19.75	18.75	10.75	NA	private
Shiuan Wang, Kai Li Tan, Melina A. Agosto, Bo Xiong, Shinya Yamamoto, Hector Sandoval, Manish Jaiswal, Vafa Bayat, Ke Zhang, Wu-Lin Charng, Gabriela David, Lita Duraine, Kartik Venkatachalam, Theodore G. Wensel, Hugo J. Bellen	The Retromer Complex Is Required for Rhodopsin Recycling and Its Loss Leads to Photoreceptor Degeneration	PLOS Biology, April 2014 | Volume 12 | Issue 4 | e1001847	10.1371/journal.pbio.1001847	2014	April	0	1	0	0	duplicated microscopy panels	1	2015-05-28	0	1	0	1	Shiuan Wang	Baylor College of Medicine	3	112	2014	2015	Retromer complex|Biology|Endosome|Retromer|Genetics|Transport protein|Rhodopsin|Mutant|Retinal degeneration|Endocytosis	Journal publications	Hugo J. Bellen|Melina A. Agosto|Vafa Bayat|Lita Duraine|Hector Sandoval|Manish Jaiswal|Kartik Venkatachalam|Theodore G. Wensel|Gabriela David|Kai Li Tan	PLOS Biology|Development	Baylor College of Medicine|University of Texas Health Science Center at San Antonio|Howard Hughes Medical Institute	NA	10	1	2	3	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	6	0.5	PhD	Chemical and Biological Engineering	10	25729	9.34	0.09	12.25	8.25	9	66.3	private
Apiruck Watthanasurorot, Netnapa Saelee, Amornrat Phongdara, Sittiruk Roytrakul, Pikul Jiravanichpaisal, Kenneth So_derhŠll, Irene SšderhŠllGab	Astakine 2Ñthe Dark Knight Linking Melatonin to Circadian Regulation in Crustaceans	PLOS Genetics, March 2013 | Volume 9 | Issue 3 | e1003361, doi:10.1371/journal.pgen.1003361	10.1371/journal.pgen.1003361	2013	March	0	0	0	1	multiple cases of shifted blots, duplicated bands within blots	1	2015-04-27	1	0	0	1	Apiruck Watthanasurorot	Uppsala University	16	254	2010	2016	Biology|Virology|Viral replication|White spot syndrome|Crayfish|Innate immune system|Pacifastacus|Antibody|Genetics|Crustacean	Journal publications|Other	Kenneth Söderhäll|Irene Söderhäll|Pikul Jiravanichpaisal|Hai-peng Liu|Amornrat Phongdara|Netnapa Saelee|Enen Guo|Chu-Fang Lo|Sirinit Tharntada|Sittiruk Roytrakul	Journal of Virology|PLOS Pathogens|PLOS Genetics|Journal of Molecular Cell Biology|Cellular and Molecular Life Sciences|Biochemical and Biophysical Research Communications|Developmental and Comparative Immunology	Uppsala University|Thailand National Science and Technology Development Agency|Xiamen University|Kasetsart University|Prince of Songkla University|Biotec|National Cheng Kung University|Science for Life Laboratory	NA	10	2	7	8	0	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	10	1.6	NA	NA	4	27581	8.17	0.19	10.25	8.25	7.25	69	public
